DistanceFromCompany,HiringDecision,,,,
26.783827553853655,1,,,,
25.86269433,1,,,,
9.920804828174788,0,,,,
6.407750728667837,0,,,,
43.10534312417558,0,,,,
31.706658809375902,1,,,,
17.291229200972435,0,,,,
10.586810869513323,0,,,,
28.774864008481572,1,,,,
30.195964463056768,0,,,,
11.349680062252908,0,,,,
43.57028739,0,,,,
5.2132183077925545,1,,,,
18.804654258321083,0,,,,
35.019220688126104,0,,,,
14.706018190960034,0,,,,
42.38375973906359,0,,,,
37.993391330020174,0,,,,
40.45114222740671,0,,,,
6.955326793835813,0,,,,
8.027356399777146,0,,,,
15.323686887229181,1,,,,
26.903858259878053,0,,,,
38.40080383497012,0,,,,
42.82654453804518,0,,,,
36.216765797859026,1,,,,
47.429844076531914,0,,,,
37.93717548079651,0,,,,
16.313394350230737,0,,,,
14.25406421692863,0,,,,
35.80962251505449,0,,,,
10.643528434480714,0,,,,
5.635740540513495,1,,,,
27.611143742809695,1,,,,
42.082078488947765,0,,,,
6.068992123493176,0,,,,
40.59456618978646,0,,,,
41.57860022,1,,,,
25.113700004077177,1,,,,
3.8655155005243405,0,,,,
9.729492562,0,,,,
36.37131375809662,1,,,,
36.58889724954747,0,,,,
45.917763758383266,0,,,,
30.134307327729143,1,,,,
7.205368385688869,1,,,,
7.070745275248607,0,,,,
37.05661786784118,0,,,,
10.189233255395058,0,,,,
17.419274980830266,0,,,,
25.360600346095694,0,,,,
2.238243879,0,,,,
13.440951350996594,0,,,,
21.39448043,1,,,,
14.981815924660312,1,,,,
7.818516373378292,0,,,,
37.40061288980987,0,,,,
41.657382758399244,0,,,,
13.873948807186242,0,,,,
39.72097473031516,1,,,,
20.27767822006569,1,,,,
26.33428954270014,1,,,,
43.80005374465764,0,,,,
38.497684090120394,0,,,,
41.255842565808884,0,,,,
7.842258329317841,1,,,,
4.485971291686473,0,,,,
45.67023645439935,0,,,,
20.391713478554717,0,,,,
15.393983903484042,0,,,,
37.23481271309122,1,,,,
42.82077982899283,0,,,,
44.12448109491505,0,,,,
16.799857056261366,0,,,,
43.61061956,0,,,,
3.046697218717269,1,,,,
3.483074572985944,0,,,,
32.17595975870772,0,,,,
4.155318455777312,0,,,,
17.230458425508075,0,,,,
34.63779931,0,,,,
17.863344802711318,1,,,,
9.979989072004797,0,,,,
15.067531092692082,0,,,,
23.878766612521588,1,,,,
24.769292767774118,1,,,,
40.150011567360096,1,,,,
38.507661471575624,0,,,,
23.84089022780676,1,,,,
43.28336745493857,0,,,,
6.711856929569792,1,,,,
13.767667511445074,0,,,,
42.398823175112575,1,,,,
19.899701931307654,1,,,,
50.05907793969211,0,,,,
24.31266407639177,0,,,,
40.59678114818821,0,,,,
21.115352069118597,1,,,,
22.24767595312152,0,,,,
20.144157364209175,0,,,,
36.953781025540586,0,,,,
28.375894202999724,1,,,,
48.188905568418456,0,,,,
13.544515826705238,0,,,,
6.028136604172218,0,,,,
20.663074254960762,1,,,,
31.83563538,0,,,,
44.03994684577475,0,,,,
18.309844334016383,0,,,,
33.68933755622308,1,,,,
18.509934051160954,1,,,,
31.860979149722905,0,,,,
45.24039735153254,1,,,,
12.567882112970452,0,,,,
21.212082105351957,0,,,,
50.66325982148733,1,,,,
44.42785141247304,1,,,,
29.231992894810098,0,,,,
26.831379592713766,1,,,,
15.23001911523405,1,,,,
26.86047138467647,0,,,,
43.40907491399736,0,,,,
35.25872566388903,0,,,,
15.502201408899328,1,,,,
11.073196052676646,0,,,,
14.260426849841455,0,,,,
9.487960069641327,0,,,,
5.782034801185797,0,,,,
21.95680872210275,1,,,,
6.664980219913385,1,,,,
9.595627886355217,0,,,,
28.366234216974306,0,,,,
9.229963684978737,1,,,,
4.193988371545142,1,,,,
16.86944250139426,0,,,,
12.015954931098376,1,,,,
26.765259399718836,0,,,,
6.118354229160466,0,,,,
38.58853938414891,0,,,,
46.311675971756934,0,,,,
38.17175869780972,0,,,,
27.641351870069713,0,,,,
44.03339108944426,0,,,,
35.74591898907538,0,,,,
1.5275561225094927,0,,,,
20.704507638725154,0,,,,
43.54759497,1,,,,
18.292942898763464,0,,,,
2.760758676276175,0,,,,
38.308981927613615,1,,,,
41.101913514143426,0,,,,
9.029684752165428,0,,,,
27.86702484215906,1,,,,
10.597771949786289,1,,,,
36.96172095220734,1,,,,
14.577522758874283,0,,,,
16.810756128166503,0,,,,
43.248542682005066,0,,,,
24.816117610345216,1,,,,
34.48772256091239,0,,,,
21.11865253612338,0,,,,
15.90034285968777,1,,,,
32.27390302123307,0,,,,
8.742878703941063,1,,,,
19.64999177834315,0,,,,
11.451851869296114,1,,,,
35.789748347037275,1,,,,
48.21044191730538,0,,,,
50.77554840079332,0,,,,
23.513840522079537,0,,,,
13.626519481822223,0,,,,
23.141468519216208,1,,,,
43.36347049813619,0,,,,
11.300283927601994,1,,,,
48.60478258264619,0,,,,
18.09328843990755,0,,,,
50.29018297251525,0,,,,
42.93044437669811,1,,,,
41.428526707369514,1,,,,
16.895233688664177,0,,,,
1.4388605973964732,0,,,,
20.106645441299392,1,,,,
16.090468483134686,0,,,,
2.869849520439865,0,,,,
26.268262825296482,0,,,,
21.15156556413683,0,,,,
32.72782338707624,1,,,,
32.059316109704156,1,,,,
7.037331794834006,1,,,,
49.84827730633113,1,,,,
10.346571472072347,1,,,,
23.263701238235228,0,,,,
25.405877171686747,1,,,,
41.653139860706005,0,,,,
5.961479804732338,0,,,,
22.432213960426587,1,,,,
32.425108511810194,0,,,,
11.757781081202777,0,,,,
32.37339493830364,1,,,,
47.18324187748264,0,,,,
50.87590655863375,1,,,,
2.6225538395337855,0,,,,
12.779411412233875,0,,,,
16.515355789584873,0,,,,
20.956305022248305,1,,,,
13.11285787923837,1,,,,
11.174399727765627,0,,,,
48.72769212,0,,,,
46.92608013852589,1,,,,
3.3496250501558738,0,,,,
17.940651080242407,0,,,,
21.25742768392033,0,,,,
12.950726733297168,1,,,,
32.44364484940877,1,,,,
33.01903733221205,1,,,,
43.525211416429855,1,,,,
38.04346341926089,0,,,,
28.12866634829778,0,,,,
33.67933850222099,0,,,,
14.699439077150904,0,,,,
30.652809498367883,1,,,,
25.46136273749596,1,,,,
7.667223366,1,,,,
13.127213829148536,0,,,,
15.584672536079301,1,,,,
47.21547835,0,,,,
12.519331969294472,1,,,,
15.462195140983408,0,,,,
19.467706504471614,0,,,,
34.18713693126935,0,,,,
6.911919623607026,1,,,,
48.69726062,0,,,,
44.27856100473822,0,,,,
29.860803650447508,0,,,,
34.701893371247834,0,,,,
1.8330235622107995,0,,,,
